query_id,answer
NVt38QBkVpztV75E,fcb16267a635b1fd dc230be9a705be28 54777c5736db8034 2041c638eb87b7d1 019fd265b4f747d8 1258412e3be4b60f e4460e498c1f9da7 d9f683c9f3aefc2f 7658c1e4d546efa4 014703fe2f3f99f2 5ce007d64d2615a7 37c14268259607b2 7e009eb3739f8956 abde47d80ece2436 60b7497882c8367a fb78cf06845278fa 3ced586ef30a2b42 85b9c347f184eca2 89beeb73c61124e1 2d54e5d8b035329c 49eaac436ff806aa 3b83649ecde8ba13 86aabf84f72e763a 74b6782dd3ea0a83 b8f2343a1c174d0f 1d53b835d7faf941 da738d1cebabc2b6 cd96d43fbc82cc98 3d29c28e9051ed17 428e4f774eaa12a8 fb2cfd6b0edcabb8 848bb3b9e9a50af8 0c3d2730217cae0a 8716767b9172747b 303578ce4163a788 60afc1003a098197 d36948ce17af57c1 69c0f68a5e197f44 8b04b9c991176682 48287e8dacf0b681 3ba5ec1da08cd6cb 2fb25c5bcddc982f 5224f174aa2eb6f5 53dcde70a4b7703e 999287a99a69cd73 0021b0ce163247fa 7868fceee9ccac30 7ea4c669b053ec44 e232591b07405270 33034ad5ecbeca48
rMDpnU6ZV7u1sS8t,b91d5ddeabba773a 75cd603cacc4627e cde39770334b52fe 773947bb48e773b9 62a454659d6d7efb 28072ef376883362 d15a3c9f01ff0b15 c07b4b61f328ed65 ac20fd7694e7d98e 2398a86988bb575e 9c4c3bb91e4fc02f 9beb690cb91fdd9c ac7c8a1ab0f38e98 f9514405c76f7b71 4b02148c7c5967c8 921a0022ea22c7a3 f261c714aa82acb2 4cc88b6b7802439a a0d6530da40cc22c 50643a363249eade 15d6aa7175a97d29 5b8a971c7a76fcc4 693d4427598825fd 24ac884d15d02bc2 23575b528ba7df7b af674963d5f43434 5e21b88ed41ea1bc 3f99330cee24266d 6c5ed97e4e010cb2 9f69ed262f0a1c59 b758dc353e81a36c 0c43111924ebe51d 62f2774f341cf777 fcf3a54bc001399b 3ec528e91af7dd8d 7ce18ef7743e309f 9bf2fd3594a150b2 eb951e081f2d0933 1b28fcc32e5de2e0 1b19a24376200b40 3fd561d52a9516d1 0e282f97d72c3655 c7c6bcb65267141c 845b2fad8998b58f f9e24064d45ce1c6 bc96d86353445733 5a9bb563a901c4ec d5e61d424afeed33 2af46c4a57e2ce77 336cc0f533058911
rWS4HLsapnqjSUIP,3663758c98343fb0 69653e84937b904f d5eb930715e93d14 8278f2ccd5daa420 0aaffcacf9fd44bb c631ca503d6a9877 83027fdc495b7ac8 5ee6018b45032c01 b1a480d507a0bbf1 ab8f1c2c140e2ae7 30301663fcc4fcec e5759264299f50cb 2fa91ea43d0a31bc 8066f5b513de28a7 f0a7078811c4ff25 85b4f77dd212238e 46446c0229eb6812 9b2189268420b4f1 d8d7472c07d5dd29 9cc70d2d8df38145 e4097eee9ca04458 935ad45dc3493a09 e1843af50292c9ec a2b228fd11f9aedc a8dbe319d6db2afe ab0d26a2fd6d953d 3fd67e1f805cae69 76b7be6abf82e58f 04bc4c71854b78da 4020b2bfb3a67065 41b5c3ebfeea8d6d 3f2f03d13106bdb3 1eefc82e6f2d2612 0d2589ed543d9604 e257002148b934dd 43c7067a47df583b 928cb0805bac6813 bfe6021f21a7d1a0 2a7463c1d0cadf34 f4551f843e1e4825 c6a82da3bf79a9c8 99fb6f2ddeb1fd52 6d1472f15190b061 97125c4ec0c96a7a 051c0aabac43e681 833dec9469b242e8 292c8f2bfc7e59a0 b4232e0f404d4754 b4eba030622ecc1c a8d5617f79961894
lKO3W5UCg6nBbuPa,dd2f2d0e8d162e6e b5acbad5c942e666 164cd2ea5dd9c038 fbdc32a134e13f20 dcfd4734210e29cc 219d632e95479049 b61e2feee63f9f2d 255edb6381810a66 390841419b62a36c df17282667a5416c a9114baad23a548c c2a0af225cb1825f 5b5df89c12d9bee0 2a482650b89e48cc f87bd2e37b49ab60 beb73b44c50b03c6 9baf3828fa7ace2c 8bbb80a058c4b4ea 25a11d328f423fec a61516b65588bc59 6aaec6c550448d52 85b412bf6aba6f94 657e2bbcdf9d0578 69d3c307ed322d1d b129c4ab077468e6 f67267486fb60e11 416d898aef052730 788ab4c655931944 5234090e88b0f0a4 b61118f03033bb80 86377133d3109c5e ca3de95216696fb2 a2a845883941ace7 10496ad81d3cd7af d4b788a1e5fae77f c2dac1fecc84e344 a76ccf5fd18fe7a8 bbc722944aeb76be 35cc8d806e272717 6eab05cd5f923a35 145e8049af5eacef a040e9118ad1564e 67869996df633716 b7d62c60d1203288 398f80241e14515a c4dbdc3a377b53fc 23d5dbf63471125e e3e86d19695e9998 1d5140b8704fb91d a47eb7ccfa917e93
nHa07aE9mlA6QTSy,e54d46bf12075494 0c12d6afd0e8f394 a75546e9e24a219a f56fc036ff92e0d5 64ea5ebac96c7c85 72e56c2b53b232ca 453de58f3a584f7e 1e14132899fa7d4f 63171f3c1e849ebe 5b03af4b2588092e d905ed1407e85d48 1bccd1edc66b9f83 67dbe6125bfcbc7b 83e06c6912ea2bd3 19e05966c4b50ce3 b19b1db7fe8eb0ef f5566b4f125c117b 764ae72278e31768 8ede82ddeb56dd6a 6e565a8eb2cc4499 7a6a0bcbbd27543d e1e0a413ae261e59 20c3af34e2ae8602 e43896f7522dfb9f 435d60f2407414a8 8ff44bac7a49380a afa498679cb1fb44 b1a2fa84f2efa093 d3b808238ea74c69 64b9943c6c615122 2e1c598cc02dba88 14196f19734fa026 4dcf1b347818ad32 417c09fc666dbe09 ee7423d48fb7c97c 3cdba0ebeb73d99d b53c210c21216304 42413a5a5b86050d 6384ebe98ab351b2 cff3bd9717611485 4716fad72703fb22 62ac341f4c68babc 17f71e764fe9ae8f 4eb34d23c1e3e3ba 8c8b80eccd5bf9ec 065a12d7b7606c59 3a7c4476019166c1 4352b97459fd0c0b 9d8c0db17f810adb 63d7effc92170e82
DJpbD3J9dM0PnFU2,5e2240546ad61cd2 30df671e41ccbf0c fc571fcede20c43a adcf7fe13c022062 c49e277e678b81ad 5b8d83e656698c55 93a4769d1c764621 9b39652be59395b9 24c180ff74af92f5 9104cd5c214cc8ed 615435f22084e63b 5547137890d03261 c4c6911e6b09c498 36fe58ae5bf5bad6 4b0140703571a8d6 11ae6a9b38bdedbb e59f50c4c70d9a74 de0caae8f163344a e6a6768d0b208227 0e3f1ce2a109e170 5428c3c4516ff950 a322661829fd8de7 58e94b60dfad9dfc 992e8cf9a07efc63 45f85cb773134af5 4fc6845b9c0d04e0 326a176b609db5be e44d786dd3ebbcef 2d8470f61b75713b f15206e5d1387bcc f5127b9ef54671fc 509850e539b723e3 10e0a2443dc4cbcd d17c74f4fa0e186f 0d06660c7c30724e 323a486eb123aa1f e7703c3b29b39f78 fcce17c6f1c95a03 dda58edd55a45829 01ca89c19ba3bfaa 054b72b1217653e9 80657d653c9c87d2 64e856826283e405 71a7cd2081a13f81 213b1586900fba7e 9769af94f4be72b0 ceabb1e8e7e9958c 544097df531eda98 544e09c4ade1f89e 42447aad3f5b71dd
4l4lPKrg9T9eRXDk,f81af88bc03dd71b d002f9db720490af c001f922a4c87af0 786d36624797950e d522ba8bcfbf4386 2621a3f7ef5bbc58 8bd12de99530af4a 0de33f7f9e83fa74 3e3fbe2caae25902 974bb457452e2c38 c3a046be25ac6789 bc81cbac6d1480c9 0c9f26d645c1f91b 460b86904099db42 5367f23db91db9c9 2111fb65ec2ba6cc 5a1f741d578b650b 3da278507df7a753 ddd1231440846eaf cbd7e504914208f9 9102257d965eecec 50b808f9219a7d35 e3b09bea01acc31e d28f388875dd83d4 05f14b184548244a a534430436dd7ad7 a8053335f9849707 7b6fa71a840568b4 3ca4a7b6d073770c d304670a8d9c8628 4b36a1b5d4cc60ed f11fba3b5b3f599d 345e9018f590c0b0 8e619ee44ad2ac08 81cb688a254fff49 d8a1685f09b8819f e0b848f2f35acc01 dc1b422a434fbb01 b2f615eb0a57688f b4707e3b66f7ad8e 01232226373c3874 b84c5dc807357897 3dd7f15b5c394ac6 1ef8a10888e8d732 9eefea4803ef334f f884759ba53bf78b 3a109062dda73d81 f6777b74d6e2344f 94093bd00ae6a034 1daec2e38874328c
ZWKtxHh26j2fWhD0,f2e3978b9fa0998f bc781147df2f6f13 7f2131bf1067e70a 99f85551e1b910b4 076d8a8dde7aed00 c744821eed4a2d8b d2984efa9491ad96 8079a170fe0d6b74 034ec5562b9621c2 1592437348843c2a a0e5a531b272d88f 22bf11ce7719de00 d339bb48a4c4713d 2d7cd43751d83556 175a16c4a7b243c6 39df5b5a3e374e58 680ec4024806ee76 1be8cca09bb41b25 f5e15066d3ec3a41 7ec31256e00c2060 66ae350a8de55385 3cad315e406120c6 ba1673f4d168c1bd d0b12ab6b065bd80 ba143afaa8c89517 b51813f30ffe39f9 711c1c8990554568 0132ec4f65c6740d 9a68eb31f310edc7 61b91bbdbf258917 ec997cfc3b09679d 7ecf59f39c6069c1 7006606d283cef92 7b0ea35243548d38 b5ecdaaff35f1dd0 be07a926909ee227 0abc436b1b5e1e43 4a8339a8ef417fa7 13e157aa2c32db86 0f264e4b2151ea4d e2ca20edd66179ec ff95821f7dc590ef e0d32e896721428e ed39d9201973ce1f be4eaa33ba1ae18e bc553f9fd422aa3a 71a504631a7bd81b 53fe0560cf4e4c30 7d4458c6c075bbfd 6265de08d9c44536
9rbvkjPtRluPQb3A,f958185451b483c0 e2d82ce3c441319e 15c8e3f25b27f5e7 e5c0def5175ec853 eee0a8e2fc590f7a c25af24a6ee22387 9fc74fca6bfc9f8a c72ff89cad4a8d52 5fcf8a98fc0e32d8 16ae6f05bc627661 4e90b60f72efe5f6 f7dee555f0937fed d3bbc3c915ef369a cd4b2ab1a0c460dd 75e18bf365be3d2b 1a6904d9203138bc fcc717f0b1d5f7d0 a757f57d976b88dc 168cf7993f9564d0 17dd08f712a84764 93317c777e82ba8c 44672ef7e413ebb7 51eb41b1742f2a08 8874280d20692514 8d048926221aaa1b a7bf44915dd3a627 389c5d61a3aeea29 e70c1d5cb6f00d20 eb99af8ba4fdd529 d651281b0d11907a ffccbd0c4730a635 0a12625bcb3fe9f4 174a26068a3e8ea2 e2f979abed05f391 8786a9e6eba5be80 ae0e96d0c6ed226b 18f0514fdc5eff9e 8c808bae1de80e34 a72e0879bce4c35e 9db2699ece3289c6 2782f285f59c2263 f370746bbea4db19 60244e2825fafe4b 10d4cafc8a8adbb9 eff7684ed48923e8 eca97991c2dcd4c6 87cf7fe01a9e3bc6 fcb16267a635b1fd e4460e498c1f9da7 a8505a4ed6b425a0
mXqUMkmsgM5aqECP,1db2ac00f7184ad1 9a56f27aa8f4b79f 45daaad6aca03e2a 9136f14fa9737beb 2d450df22c65ff23 602fe53d734cc99e 66df137b7122316b bb9ef155874a0676 029141a21c94616b faf1ae4646c06adf 7155da25fd0d5c39 0e9d08134d92fc5b 738e476ff51fd46f 488cff8bb8bfc26d cf4608839d2a505c 9ade57ef2f02e35c 7934a58be6217208 51f653a18e95929a a46f4b784e730131 55242e1c1eb6aaa1 a4371a55aa87e2f4 123cce64b293f2de 6d48c85a3c8dc944 189724f959bf9471 f4f2f56114424360 b44394173956c84a 2ea47e30bb954ccb 418da5a5b717ed0a 3ce4e3794c3f4fa6 c0e1d9f0040a9972 05e122b41bf26c88 6bf8161b9199b403 5a48e7214d43072f 2e3768673c651d64 17225b9da09bcf32 e0780ddcfe513e94 d6b2c0178cfc90ec 28a16d9d2b5944e0 86de5a889c6e0342 fc5ffd4f3411e7d5 e1ad8665d0ac18a1 3eb92404d3f6932f 14df2b7153b8ccab 78b365c782ca632a 1d1aeb54c1927559 d7cd5be9bcf13224 7d82fc2b8e1c00bc dd4f126ab61719be 8f413ad9253080ef 65d4672b75b8377c
zfkCuKgGgWN7B2Na,a05d6ffcf84da309 1ec7ae7f6bc09d36 f5e70596f1a5ea17 8822a05d57a1c427 3019a11ed94a68d4 dd7828a3741a07cd ce41911280839658 c7b9abb4549ccb7e 27a8587d7dce0cc6 fec287eb4f8c41da 0ba8c0709067908e 196a3f112ed82aa9 153e23d1f6cac67d d9e256d079361fc9 a278e36425c873b1 d1e98c8ef088a29a e1c579a3f6fd607e 59beba61e110f263 612c0265c6f7f5eb 5cea8caac158d080 a155a85594c59ee4 78937b3992884b2e 007d0de5d13d993d ae7a329dd15db69b c0c6e3886197bd27 4e502194a30e4625 32510dc3a2cfd62e 1aff8a77a768fcbd 4f24422fb3bbafe3 9171ab1ce4266e5b f431e57793cd0f14 a35f27dedb283978 85d198fcb3e4aa95 d427cd10f65bb57d d9153433fd57cebf 77985058a09bb757 573ea9f814b7726b 79a1a1df1fb89e2b c31bdbaccc16694f 0986637b4e2ad9a8 a41603760b496228 62ec5854e27205e7 a9c70716c6aa74c1 f2b977e8e4146558 18b6c1cbc30a896f 7cf39fd22236b359 ba327342dcc58acf 8da56afc9f23a0e7 9d64cc94b8a44f2b 9e6eabec90b58b06
OKXLERRv8mIo0otx,5db203be08aba712 3ec08040d5d726bc 4f1c54d5e5500077 6d021efd861a3fdf 26cdf753b4db1711 21d39a4a77e6a85c 8610da9fff88cf71 c84ffa36a89ef502 33dc01a1d19bebbd 5f2a211e29829ce5 16a68a89c666fb71 ec99d06045dd6d79 c5342932c5d95f0a 51fdcc12cad05a97 5f465a1e6bea087d 5c65ae628f17ac25 fde1e5f92f8c8bfa 3924836ae8a3e327 b6723d2ea9ff8fc6 82b97d1bb9e68439 a2930848ff6657bf f94a63715e19b285 cdd8e7525037e46f bc9a27c6bc17f625 ffc89f1c698ca7e8 907255cde86afe38 99a84815aa102218 436f04b75394ab06 a512699eebf73d08 edc6b73b153abfd9 00f55e9039e1849f 0337561ec82c5047 590825619460038a 056425c060b9258f e66e515d71ec53ae 0f44e16261b461cc f8981c38c82a2113 3013a01a050f7ecd 14049aacbae2a27d d6c752dc736b0845 5dc284a44cce2d00 18c47464fc3d7b25 0fb0f74e9e9ec9da e8bda6f5195c1427 54ce676d17ca4b2a d4cdc38758e62889 f3ed27e55924b72f 42e0ad52519591b4 d483811ba7529ca8 71722e2ab0971620
Vv1XQWZphYboXvlu,c0bf37505653f711 3ae162650204f616 a58794ce7f4a79fe b0e6f6a8fd85c589 b24c93c28d7bbdc3 989fc99c83a559f5 8354af167da692fe 1b2430ed1ec32005 01993261788abff9 408fa14fde73d54a f5ba8a30bc99792b 38381bfed07c41cd d8346412fcf084c0 b5888318059bab29 69439ad45b08af70 7259e0a0b01fe9a0 bc7b91d73ef600a8 66ae350a8de55385 753565901e354ed3 90cb35dfd197b82a 45062e40195e33ed cc7e8eb7b23f594d cad2c945ab259274 3e8405ec7dab4ca0 2cda87a8625a2ec9 3cbe7a662e3b0ec6 02b49be5e742e66f 3a6aae8b394d62e0 0e082d675bb31c2d a0539841f850a0bf e3a971d5977f9c3c 8f57cc27320c393c 10c261a2a24b17b0 8ad58e2476e845ed 102a3c256916cec3 6c4c146573ebd5b4 6bad3a596c7be58f 9cfe307c27605002 f99daaac9b2c6989 eaa3712ee207358a ae3b55249e094d22 de221dfca69d908d 336862e590d2d859 7496b2f55de87eae 4173b9025d74e018 42c66e94fda5538b df5ee0a571fc48a4 3779d26b92cdf9e0 3a5b5dbc86dbad65 4b54d8ca99658739
xgOZQEnn1FRDS510,2452f31fb93d8962 cb9569483741069a 995afd8ca17d28dd a4120a1f8c8d9fc7 c056c5120d2169bc 36a033f8a461be9f 9cd00d1b24775a25 cb583389656a73a7 ce91e409168ebeb1 12ff1dc04460a884 3ed214d2cb661025 c137f62bac801ba6 bfcdb57775928d5d 952ee723b0e2151c dcd288b52ec072ad 7bddf5fc4a5e48fd 1aea6abb4b06f603 7e0c51a3d4d8f864 6b4e3883b4bdaf16 17a600304007f4a9 979661f7466a25e4 71edb307c9a41ac4 9a3dc564cb2a7bde e70c0e65b87630de 6ed0cb2453c00c2c 959970cd095f2b3d d629f63d263d4b10 03331f92dde191ec cbc2c2747a8d5706 9e6600708f5e2572 78dbefb1021990c9 6b3d60c40576be16 7877844122f50ac3 66c22035fd8ea723 da1052082226ee9e 82f9cb1ad90dc885 f70a7d032e1ea493 fe2b716f84afc7eb 7328cd4aa110d3fa 570171542f900a27 82e71ab8659963e8 9c453f3e9c676932 149e61684faa1da1 23d0c5729fb5bb46 8e62c7e90cf9745a 17f51d75ce08878b 76016ad4ebd70633 314ca7c0e10058e3 5067c3274a5d532e a1833378bf5b464d
qklTmEl6tzAGlQmM,2e02bf86ddf95d27 54f7d5a8443c407f 84ba7b920f9e497a ead167ffc6f13353 639534fb63f6da6c 11bf21deac34183e 7afe5f38f315270a 32301a505f1a09d3 9c627599f2ea7809 cab31aff2320495f 8fae4d08d4acbf2c 15a59898fe1becb2 7ffa4b27755ef52f 34235cfb452e3698 28817691d7c52558 27a93d0e4914e275 590ea8aaa696b4d6 b6b80d42d309ea79 43763a13753d3857 27b10bdd5e1e6c29 090f95cb1025a008 66dd09290f4c9868 c4b7aaa3ac346162 9bb5b923a45020f2 a39ef758c09ee162 49e99cfad492f2c0 8d4e35f9a38527b6 cf68cbb5cb62f158 c8ed691e33b82ab1 e2ae8e71a386b442 530ea9be35ba1cf8 ef07a4040f532982 99ab39c73b11c137 99aab7a8c694effb 363d035c647a00e0 8e70abd16394a0de 88dee04ec324e1f0 49e1b584beccf6f9 5a59f8d324201ea9 458cdfa13b7e7665 f52633d6b5556724 092ad8fa3532bfcf 76fdb9647668a47f e74686470becb34a 54e8bd3568f7e2a3 e0edeab98db31c30 82cf25d8e3c1ec09 d8ad0f4a1db2237e a51438836c4762a3 43dcdfc3e447622c
bGBh6dl4sAA76YxU,ece56210bca8ff82 e01f88b9e000077b 69e11b1bb65f3fbb b6ce993c3e9acfb9 23262c848d8149ac 31747dc9125be777 53d36e3a03d320c8 eaf227a0cb66091c e7a8cf0d54e8c524 8a627eb7012c79f9 20f7ffed16a285d4 108d404f4abd8913 0e183eeec6ba9785 96a698d81a55eef5 54dca1e793949a0a 6266650b095f9cd0 939fc3c30e900244 a2499c06ab67c725 0090c6f06576719d 5a4aaf9c5b00e009 fc5116472affe2ba 2ecd7ea73673d368 8834d1f65ff49893 e5ee0df1d3ef59ba e595d17bc6edfe6a 87c5b793673e9a4a 07c6da3e7ecb99e1 8528bb206012864d e11549d67077e892 9b5f597cb5d4db37 cdac781d994254a7 d3d2adf49f977619 1d7f07bdc6545be0 e7105952c280c0db 8eccb357da663b6f 78c63d02d06ec5a9 46fecc82b95f7b28 3c895b438f744de5 afdaa08ba73436c8 8e7bf15958e50da0 b14370a2c0d2ec98 97a6fd9ce05cb4e3 9c474a29a3ab9ce4 0fc6c6630b31770f 0b09b6da1a60e3dc 327550d1eefe35e6 40c8d78ff1ea2ab4 12e050e603c253cd ce7c46f4f45127f7 1c2125c891361f22
WAOABkAjwvWvceJd,d669f24971ff6709 4aeec6e0bb35d4b2 57850fa54e8c11d7 afc5655fa94effb4 e11f8b3e2d66e5f9 5f5a59df17b7b0e1 04093b2837b022d8 8eb6e9fb6049602e c186a9ef78c80794 4818d519943b8a74 71096bd5134056a6 ca5c4800cf3f9a73 0fe60168f778ba2d 6ff036f59bbac0f8 e1a5d0e1531ccf16 e756bb3fc6403fbc 753622360435dd07 cf57272b430761af 032ee4dbdf0fbee2 ec34a50b1cdd425a e51049cdfd285ad9 571df0b77ee72ac7 374817f2830c0436 a02cd4a267ab6553 6bbe769e7af0aa00 4c3e9fab95915b2a d6bdc2af4c72f4d3 8193f26dbe0c7760 2b5f226a3fc5ae99 45a7293fdade1894 bedd7c6d2ea827d5 9b1b479ebcf79c74 141e3e5e17056d19 dc16bbe36b8fa833 109f7254534e6ae0 ce4e9f904096a6dd 1995349871afdbc8 a3e2469328a75a30 f8faec6a6f4fc9a4 2e098ed517ba212c e0ee0f259c717255 eab61e79a4c8a33e fca06078435a2455 cd73fbc7b666aa31 a912303a00c4eafd 22d8646f44445f59 b014fc1cdf45081d b9b77717bb01f691 922c64d9e1b99dd4 f4f93747fe6cbe3d
j1oE7cMLPYR53QEt,103127a672718458 e041f4104d11dddc be2ca4edec6f2671 108cd695ea569f70 ac53e34a0ac83074 a11b24d1550d8994 79ec6d618a491d39 ba9116a61fe71eef fccd53a02c482a0f 234560a5be647edd 1134248ba6eb1e0c eff8d78a8d81fb0c b6be5cd15c351018 4d5963c246f8d7d2 09abca9f17e01f0e fb3859a0c0022769 d65e09a63fd80c7c 6865459e18fa233e c758a13bf0cfc2cf 82c53bf3f7d48f21 3da9897fb54c70f9 f526dc1753f0ab86 b3e69895c80683b0 ce7c56fccdad006a d4e210b09144b1dd 72b019d8a785e800 c35f4209c6326d57 669a432aa35e1c09 e867badcfea12f79 6e4725f12878050f b4dff7d69c5d9a10 6968836695bb3e8b 907fdfdfabd56448 e95088e1d86ce6d3 7fde87f3f3f131ff d9e8fcc2c7c82c16 63f580a1cd7889eb f9f38359b5b21557 535f0663039d644f 8d9282eb4d5a3500 aefe8316a35d46bc f3fea221bce35fe7 4738c7bae02b2518 c73239fc681212fd 5adf4684832d22a4 c206e601d4afa4c8 4df86872517bc59d 7521a60731ca7d0d 90eb03f000f9a60b 007158014129d6ce
3AEf2WDRE4bwZkID,997eba3634ed5db8 6364874a234d31f8 72ed921a45fdfbaa a836dd8a530c473d 042e07128d7b01a8 21d25c72c94a836b 18fb9107bab71898 3e4126b310e7fe0d ab3f7f995f1082f4 41bc54dfa609efff 5c0616a2e5881f06 ae1d0b0ceb708162 4d40373e9757a1df ffdcdf898fcfb69a bf0889b3ac110cf8 2755515ecad54d07 bbd8ae1b0308a2cc fc7dd50bd12e0f5f a1bb8a341b9fb36f 10807f75d9576bb5 af088a2b21a38785 06545a09b657303e 134cae8d82c8476a 9b51eb95dde419f0 2cf8117919e7e25d 1e58be107e2ede1e 2a941873cc0e47af 3d42244422994024 ab14d28b531fc165 13e249547557e6e6 c8d431e5ed1814d3 793a91921c479107 4de6b55c3639483e 031474e6e19b949a a6c42e47b8313a63 957582ec627a360d c4b27fd462a906ac 70c8515c6f1fb872 a25c1012841d82db babf8f23e86167df fe5f954e34c0f70d 263251080624068c 7ab6168f14c4656a 8f3a3b8741595cd6 5ca53329482ff38f b48c80b82049e0f5 8c1787da1d3f8b12 5e1d6e0a4c9d2978 32e76ee518c5abd1 7c06ce6e0a4792d6
FYPk0qI3QZXVJMDV,fd88a4874a9d10d3 f29cbfff2e995f80 f5a84b4ef603a5f4 83b57f6e2fbe6cf0 4bbb6cf166d6242d 3a30bbb6b699eac5 2dbb67933540e667 0239f8a55c21711f 806d23a4615e5841 1ac8a5b77e6a8c42 4ded79793f35192e c59d6a728daa8d08 3367eb628d408f13 d7eed8775adc0ba0 aa205613d9c745e2 6584cfa935839cf4 e3710a3f7a8b6954 6b5272a0edd75f64 d358644b7d4cc307 0379f593b36a1dd8 bdf3013013614792 a998b2daeafd171b 631e399da3cac8fa 1fbd8eabfdbd4e18 01346d7ab677a006 5e6990c777ec0d90 530b319de7efdbec 3b38e471d60dc176 00e80813cb90bd8e 24dcada9402c5760 729ae897ae0a5d3f 5d2274d4669e4b52 ab5b5ba8f1cb89be ce42b5f35d48e553 b39e5854ab83559d 4b2cebb0e2858db2 d16c6aad87b0dd06 dcb69941ee189cfa 2c6b5285b7190531 e30b07e5dd532c7e cd22f02d9b107f02 a8fa48f1640cb031 9bdfdcd2af8563de c71fa2b850a556b7 dd4ec161e9a1fba6 233b9a944ae2c5e3 d79b58fec1add8c9 dcdcbb0a060d020a a234a719880fd744 4783767ecc024929
NzAmgFxShqTzRhAY,54a823ae77060270 87e2eb5368f58702 230cf78158504571 3b2daa9bc626097b 5a6546c75a705b55 7b3a5d5cf1fbec2c b6b361e2edf0efa2 031efc10fcb41463 eb1785bbfac5395f b9f89e7a4dbf138c 004e855a28834541 db295e8bc3b02bae 78a5e07e9cd3f5c3 373207ba4d276892 c33509b334f7c60a a61e81898d348dea ed349ab591f3dae5 b23e97aa48a2cd1a fbbf7681b837f9b2 9d37709e2dc3af93 4acbe5545a6a8d34 7666d36e2b99f72b 224288571f27ab01 c39d9a1047ca5af0 f2eb4180e887bc52 3e29149f2b067b96 4221379ce43b0a7a 90a41f430d76e1d0 65014231328ad53c add7429db0a597dd de7d500f4b5cae3e 861587e71126b104 abc923b6813c5a5c 67503a64e63805c2 ac01082d9f104358 8920482971d40b50 d6012cd4ba9f346e 1f8b668629954b7a cd9c54c2e462f3ff 92bb85ba816ff8fe 20f1234d0ea811c2 0a31625527134939 25d5bf70b4e6f0aa 1f20cab04fee4f87 9a227c1ab86a888f 76a36406175ce0ee a13a0747ee3eb6aa f30c6a8955c95da0 c78eb65a4c4afef8 e1eb40dbb9caecb1
Nr61WU3r1igpLgdB,94c1b560fb11f757 69a18a94f6a77f98 12a42beca10cde8f d76ae73c7aace08b 5116dd40b25d5a6b 82a0b209a467ed3f 3be737583cbcb0af b2d1c7acc66085c7 5e04e52b8b13fdae f45b78c97072546d cd181f00bc8851b7 be9acf612b8d7be7 aeea9276ae830341 47733b2b3a985bd5 30baca65bc17ff73 4bac21e2400b1d74 e83d585587cba040 489eca0557a4805b 5763e03ab3439c27 edc31b6ecbed7873 f1406610e9e735bb 7b417d3c8cff9552 380a7ae8e50b1abb 3349693e579211fa 4f3b03b0fc281301 1b5670cf2d156b06 a118376da8490ef6 378db2d5a9cf0d08 b7b026993fd88111 659d93a6ba8eecb9 5381058447650374 53b030b305f9fb8f dc4da612b2b3024a aefe55faed746945 21c7258919a98c72 17b667906dd6d841 117816fdf83315c8 cd49482fcac7e30d 82a9791db6b3b530 4dcf9184a2d36e74 7148cbdae218eff8 68677e82932140fd a004622e6be25336 ad0573ce99690ab3 6bbd9c24ef62c9f2 8768aa58a82d9d75 c883c136f696c9e0 07de7694140c9251 5670081d85914640 adec14319066e148
f9LFSuvp6vc5ctdd,529c6358f382b99e 5cd957cfbbb5212f e43b98e223353129 81ff6dbf0c96cc25 db17e928af87e0de 6a7ca3f1c39f724e 1b50d0d4a71b24e0 1125c1874b316b06 28de9ff7c6d12acb 98ba4f309207b8e7 b18ac9048129ef46 7d648c242893c08b 9401396572120dbb 4ae0cdb526ae68d8 efc533dcb45f4041 f83b7ebfad1e05e7 093c4758013cc993 912e139d5313a292 9bd6cd2aeb00ef95 944dc0bf69b7d2d7 1e152c39c610af3e a3a1db30b90ebf9e d6c8143868fe2a38 eadd91a9d6dd3292 b5270c527dc0bbed 364d33d2ae71f434 ed04ebd96d58f5c2 2040ca88b9a61318 9161b78311e35c76 c305d1d1cdb44471 f7b87bc383e6ab23 409207eaccb88a19 f615d1c288d6062a 0e2ec9679767fe0b 5f4686925cdd8be1 cde1a7dc18f5be3f 65a434ed775a243b de823549f33e739f 3813e2dd2c2eef1f 150103581dd37975 3848c5f7ca5deadf 093d4647b3c4b265 eb371bde9eca0504 5b671b788232713e c55c2862645e6606 00423cb942f32df2 f7a0b10c74af6a55 309ab551817543e0 9de029a6088560e5 31d6b7c0d297020f
